EmployeeID,Age,Department,SatisfactionScore,LastEvaluationScore,NumProjects,AvgMonthlyHours,YearsAtCompany,Attrition
892120,45,finance,0.63,0.14,5,296,6,0
21561,24,hr,0.99,0.28,3,258,10,0
407672,59,finance,0.56,0.4,4,200,6,1
559983,39,sales,0.77,0.7,7,200,6,1
701746,22,sales,0.21,0.69,5,200,6,0
666196,46,sales,0.87,0.61,5,200,5,1
271127,32,finance,0.74,0.07,2,200,9,0
158117,41,finance,0.93,0.23,5,183,6,0
80041,52,operations,0.9,0.63,5,290,4,0
914402,55,hr,0.17,0.19,5,166,6,1
842518,34,unknown,0.6,0.77,5,200,6,0
721476,41,unknown,0.67,0.37,3,200,7,0
491179,24,unknown,0.91,0.29,5,175,6,0
30852,59,it,0.04,0.42,4,200,6,1
827395,29,hr,0.07,0.96,4,188,1,1
802355,29,finance,0.91,0.34,7,245,1,1
644223,45,operations,0.18,0.87,5,200,6,0
76222,41,finance,0.5,0.96,7,200,10,1
697763,53,hr,0.91,0.07,5,200,2,0
976022,34,hr,0.88,0.53,5,189,9,1
798400,46,unknown,0.58,0.26,5,200,2,0
535350,41,sales,0.58,0.98,5,156,1,0
816140,41,it,0.74,0.53,5,286,6,0
542576,41,hr,0.77,0.52,5,291,6,1
732271,41,finance,0.03,0.92,5,200,6,1
495815,51,finance,0.84,0.06,5,200,6,1
461132,55,it,0.03,0.43,5,198,7,1
165147,43,finance,0.58,0.56,5,200,4,0
527615,41,hr,0.13,0.87,3,166,6,0
509554,41,operations,0.23,0.19,5,171,1,1
767119,50,sales,0.76,0.23,5,200,6,1
484952,43,unknown,0.56,0.9,5,206,6,1
633182,41,sales,0.21,0.33,4,214,9,0
703890,41,finance,0.12,0.31,5,200,3,1
72716,41,hr,0.59,0.64,5,200,2,0
935010,41,it,0.91,0.36,2,200,6,0
638651,52,it,0.43,0.33,5,200,10,0
957421,22,finance,0.42,0.33,5,200,8,0
132355,58,finance,0.46,0.26,5,200,3,0
595762,41,hr,0.16,0.83,5,161,8,1
152520,41,unknown,0.67,0.9,3,185,9,1
469874,22,finance,0.86,0.23,5,199,8,1
791933,31,finance,0.73,0.4,5,287,1,0
465803,22,unknown,0.4,0.66,5,200,4,0
10467,34,finance,0.62,0.63,4,177,4,1
130636,46,finance,0.6,0.79,5,200,9,0
962682,36,sales,0.46,0.7,3,200,6,0
260923,41,finance,0.27,0.58,5,228,6,0
757641,41,operations,0.3,0.65,2,166,6,0
775341,41,hr,0.09,0.04,5,200,7,0
92786,41,finance,0.83,0.3,5,200,9,0
607067,59,finance,0.52,0.33,5,289,4,0
933291,48,sales,0.39,0.85,5,200,6,0
906501,41,operations,0.84,0.17,4,200,6,1
224010,37,hr,0.35,0.45,5,294,6,0
172127,54,sales,0.15,0.54,4,200,6,0
969707,27,unknown,0.67,0.25,5,200,6,0
453950,22,operations,0.57,0.42,4,271,10,1
397210,29,sales,0.46,0.52,5,200,3,1
229201,55,hr,0.84,0.92,4,205,8,1
425495,41,unknown,0.18,0.76,5,168,6,1
252116,41,sales,0.2,0.7,2,253,10,0
246241,23,hr,0.36,0.2,5,200,10,0
802849,37,sales,0.66,0.38,5,200,6,0
578829,41,sales,0.21,0.95,5,200,6,0
187876,32,hr,0.54,0.99,5,219,6,0
44664,59,finance,0.83,0.53,5,274,6,1
101842,41,finance,0.63,0.9,5,239,6,1
504752,41,hr,0.15,0.75,2,187,9,0
416067,41,hr,0.42,0.2,5,200,9,1
253348,56,operations,0.47,0.97,5,200,6,0
795536,41,hr,0.97,0.41,6,200,6,0
435384,41,it,0.74,0.32,5,155,6,0
748283,58,it,0.84,0.62,6,200,6,0
561197,31,hr,0.02,0.61,5,200,7,1
307310,34,finance,0.68,0.1,5,153,8,1
176371,41,it,0.67,0.71,5,200,6,1
91852,41,hr,0.43,0.46,7,284,6,0
219115,41,finance,0.91,0.04,5,214,6,0
860877,26,operations,0.21,0.33,5,223,1,1
891738,41,sales,0.22,0.33,5,239,6,1
699129,59,finance,0.6,0.49,3,200,8,0
757551,59,finance,0.79,0.26,6,200,6,0
645692,31,sales,0.47,0.47,3,200,2,0
353509,28,finance,0.38,0.57,6,200,6,0
312830,41,sales,0.02,0.55,5,233,8,0
475259,41,operations,0.95,0.23,5,290,6,0
51131,33,hr,0.63,0.26,5,200,10,0
456593,59,finance,0.88,0.13,3,239,6,0
97409,41,hr,0.55,0.22,7,200,6,0
203997,47,hr,0.26,0.53,2,200,9,1
144302,43,operations,0.52,0.21,6,225,5,1
996660,45,unknown,0.44,0.79,5,201,5,0
493860,41,hr,0.18,0.14,5,200,6,1
117903,41,finance,0.21,0.77,5,200,6,0
594963,41,hr,0.16,0.52,5,200,9,0
533941,44,it,0.45,0.07,5,163,6,0
917324,56,finance,0.26,0.79,6,270,6,0
541834,28,hr,0.85,0.37,2,268,6,1
402832,41,finance,0.84,0.28,6,200,6,0
613479,41,finance,0.08,0.75,5,200,5,1
286705,54,it,0.56,0.2,5,200,6,0
139989,29,finance,0.12,0.61,5,200,6,0
415923,41,hr,0.45,0.79,5,200,6,1
379160,32,hr,0.23,0.4,5,281,6,0
902912,41,sales,0.44,0.09,6,200,6,0
888124,40,operations,0.26,0.62,2,200,3,0
366450,54,hr,0.42,0.62,5,288,6,0
320884,38,hr,0.84,0.69,5,244,1,0
897106,28,finance,0.61,0.25,5,164,1,1
563026,41,it,0.44,0.46,5,200,6,1
61754,41,hr,0.35,0.49,6,200,6,0
272385,41,hr,0.38,0.24,5,231,7,1
913563,41,sales,0.92,0.1,5,200,6,0
854156,25,hr,0.48,0.86,6,297,9,1
186068,41,hr,0.45,0.69,5,200,4,0
649701,41,hr,0.78,0.26,7,200,6,1
841765,36,hr,0.14,0.13,3,200,2,1
951905,29,finance,0.93,0.78,5,156,6,0
826967,41,hr,0.99,0.29,5,200,6,0
732218,41,unknown,0.93,0.14,4,200,6,0
159704,41,finance,0.79,0.9,3,240,6,0
681272,48,hr,0.71,0.07,6,200,6,0
364767,33,finance,0.3,0.95,5,200,6,1
835024,44,hr,0.98,0.45,5,235,4,1
810974,27,sales,0.18,0.62,5,157,6,1
404307,44,finance,0.44,0.15,6,157,2,0
513784,57,finance,0.08,0.35,5,200,6,1
37452,47,sales,0.28,0.98,5,200,1,0
244427,41,hr,0.44,0.8,5,221,7,1
221900,41,finance,0.32,0.86,5,288,6,0
350881,41,operations,0.64,0.54,6,223,10,0
519238,24,hr,0.92,0.04,5,200,4,0
956158,41,unknown,0.69,0.12,7,200,5,0
144899,41,unknown,0.41,1.0,5,197,6,0
217578,39,hr,0.88,0.48,5,259,6,0
838935,50,finance,0.26,0.87,2,166,6,0
975092,47,hr,0.15,0.86,5,200,10,1
169437,57,finance,0.39,0.54,5,272,7,0
462442,27,finance,0.43,0.01,5,286,9,0
765427,38,finance,0.11,0.24,5,200,6,1
215858,35,finance,0.63,0.55,4,193,6,0
422509,36,hr,0.51,0.84,5,175,6,1
151830,46,finance,0.32,0.52,6,248,9,0
183492,41,operations,0.14,0.08,6,220,8,0
954847,46,it,0.22,0.47,7,200,6,0
548053,40,operations,0.19,0.45,5,230,6,1
23857,37,finance,0.28,0.87,5,200,6,0
781954,43,hr,0.46,0.59,7,220,6,1
179884,41,hr,0.8,0.13,5,200,6,0
500284,41,finance,0.42,0.97,6,200,6,1
387456,35,finance,0.25,0.54,2,200,10,0
185914,43,it,0.58,0.06,5,200,7,1
169691,29,hr,0.92,0.53,4,220,6,0
254536,41,operations,0.13,0.27,5,217,2,0
284514,23,sales,0.41,0.82,5,200,6,0
355148,51,operations,0.87,0.25,7,200,9,0
22999,41,operations,0.54,0.54,2,200,3,0
753360,41,operations,0.47,0.39,2,209,6,0
635529,40,finance,0.02,0.34,5,200,1,1
719376,29,finance,0.75,0.11,5,200,1,1
47786,41,sales,0.64,0.27,3,242,6,1
432851,41,unknown,0.91,0.78,5,200,6,0
896791,41,unknown,0.73,0.6,2,200,8,0
25643,43,operations,0.56,0.74,2,200,5,0
912759,49,hr,0.79,0.14,5,277,6,0
70374,37,hr,0.88,0.52,5,218,8,1
494485,25,sales,0.23,0.84,4,200,6,0
336454,41,finance,0.3,0.73,3,200,6,1
855748,50,operations,0.26,0.14,5,254,3,1
115096,41,unknown,0.81,0.3,4,197,6,0
494911,48,finance,0.75,0.24,5,198,6,0
196367,35,it,0.16,0.95,2,245,6,1
112262,58,unknown,0.38,0.97,4,180,2,1
420061,36,unknown,0.43,0.35,7,215,6,0
189571,39,sales,0.23,0.26,5,176,6,1
560500,41,hr,0.04,0.26,5,200,4,0
681992,45,finance,0.19,0.65,6,166,6,0
58138,41,unknown,0.0,0.63,5,200,3,1
353587,47,it,0.1,0.99,5,290,3,1
887311,41,finance,0.26,0.89,5,200,6,0
496972,58,it,0.82,0.38,3,200,8,1
566151,56,hr,0.02,0.46,4,200,6,0
354500,41,finance,0.24,0.47,6,185,10,0
272154,37,unknown,0.35,0.89,7,275,6,0
956923,51,it,0.25,0.5,5,200,6,0
48297,34,hr,0.04,0.96,5,240,6,0
458339,27,hr,0.39,0.71,3,200,6,1
656222,37,hr,0.67,0.06,5,155,6,0
79081,26,sales,0.5,0.96,5,249,6,0
944800,41,sales,0.23,0.91,6,231,9,0
434419,31,sales,0.91,0.75,4,226,6,1
474807,41,hr,0.9,0.86,7,218,6,1
123065,41,finance,0.05,0.25,5,200,6,1
171404,41,finance,0.79,0.22,5,200,8,1
285238,41,sales,0.11,0.1,5,233,6,0
99291,22,unknown,0.17,0.88,5,200,3,0
802555,41,operations,0.32,0.76,5,200,6,1
519054,41,finance,0.14,0.61,3,200,6,0
134311,32,finance,0.18,0.11,5,266,1,0
593912,41,it,0.57,0.48,3,200,6,0
131546,55,operations,0.52,0.03,5,270,6,0
649194,41,unknown,0.08,0.76,5,200,6,1
152123,55,it,0.46,0.64,5,200,6,0
813515,41,it,0.3,0.24,5,200,6,0
659572,35,unknown,0.55,0.62,5,200,7,0
454139,41,unknown,0.15,0.82,5,200,6,1
590354,51,finance,0.85,0.17,4,200,6,1
776802,60,finance,0.89,0.96,5,275,6,0
933422,23,it,0.19,0.26,7,200,3,1
286802,41,finance,0.14,0.74,4,284,6,0
74174,41,sales,0.11,0.81,4,298,7,1
205726,41,operations,0.31,0.22,4,200,6,0
935280,38,sales,0.91,0.01,5,284,10,0
342090,41,hr,0.76,0.46,5,298,6,0
581967,36,unknown,0.89,0.35,5,249,5,0
86016,45,finance,0.19,0.27,5,200,6,0
42689,41,operations,0.32,0.4,6,293,6,0
423519,30,unknown,0.12,0.31,6,176,2,0
603204,34,it,0.65,0.38,6,242,6,0
521639,56,hr,0.16,0.3,7,274,6,0
811357,41,hr,0.81,1.0,6,186,6,0
270593,41,finance,0.05,0.55,2,200,4,0
787677,36,it,0.38,0.46,6,248,5,0
577436,29,operations,0.99,0.75,4,200,6,0
446782,56,sales,0.6,0.2,5,224,6,0
393250,27,operations,0.63,0.48,5,200,1,1
7686,41,hr,0.82,0.21,5,200,6,1
478227,41,operations,0.05,0.54,5,200,6,0
60457,34,operations,0.06,0.13,4,200,6,0
462797,41,finance,0.71,0.41,5,162,6,0
627117,41,it,0.02,0.83,3,288,9,0
889057,28,finance,0.82,0.47,5,264,2,0
236760,41,unknown,0.07,0.25,6,200,6,0
809746,38,hr,0.81,0.01,6,200,6,0
670380,38,sales,0.56,0.32,5,200,6,0
1019,36,unknown,0.17,0.09,5,200,6,0
174687,41,hr,0.11,0.09,5,200,5,0
930129,44,sales,0.48,0.77,5,254,6,0
178972,41,sales,0.05,0.54,5,200,6,1
976783,41,it,0.41,0.47,2,200,6,0
461935,56,unknown,0.15,0.62,5,287,6,1
170392,41,operations,0.74,0.64,4,200,1,0
988058,24,finance,0.14,0.24,4,217,6,0
831020,41,finance,0.83,0.31,6,200,6,0
638442,41,unknown,0.49,0.91,5,157,6,0
332533,32,finance,0.86,0.59,4,200,4,1
127357,22,operations,0.18,0.2,3,168,6,0
929153,55,it,0.16,0.07,6,200,6,0
19482,41,it,0.19,0.48,4,257,1,1
582593,41,it,0.65,0.22,5,200,6,0
737239,41,hr,0.58,0.06,5,200,9,1
463334,43,finance,0.92,0.72,5,200,6,1
840592,46,hr,0.11,0.66,5,168,6,1
629970,41,sales,0.69,0.01,5,265,6,0
800693,29,operations,0.51,0.54,3,200,6,0
933036,51,finance,0.03,0.63,5,200,6,1
813236,49,unknown,0.12,0.02,6,200,6,0
660221,28,it,0.73,0.04,5,200,9,0
472697,41,finance,0.33,0.56,7,200,1,0
136500,41,it,0.93,0.85,5,168,9,0
843206,42,unknown,0.18,0.1,5,283,6,0
314800,31,hr,0.71,0.13,6,236,6,1
84237,41,hr,0.88,0.31,7,200,6,0
785581,60,finance,0.9,0.09,5,205,4,0
377731,44,sales,0.71,0.9,6,200,3,1
137770,23,sales,0.8,0.8,5,181,6,1
615219,34,operations,0.83,0.46,5,252,2,0
835651,41,hr,0.65,0.84,5,200,1,0
412903,38,finance,0.95,0.99,5,200,6,0
339186,42,it,0.36,0.44,5,200,5,1
691975,49,hr,0.94,0.35,6,266,6,0
565642,58,finance,0.42,0.0,5,200,6,0
926646,45,hr,0.19,0.04,3,200,6,0
499813,41,finance,0.8,0.02,6,250,6,1
28229,41,finance,0.19,0.07,7,200,10,0
278867,27,hr,0.23,0.21,3,175,6,0
984187,41,operations,0.89,0.18,5,176,1,0
547419,41,unknown,0.73,0.53,5,200,10,1
955076,30,operations,0.92,0.16,3,295,7,1
945004,34,it,0.43,0.35,5,282,2,0
922026,41,hr,0.71,0.16,6,260,9,0
916777,41,unknown,0.81,0.68,7,200,5,0
176519,43,unknown,0.57,0.2,5,200,6,1
164435,41,it,0.45,0.65,5,239,9,1
514398,41,finance,0.32,0.26,7,200,6,0
353435,25,operations,0.16,0.01,7,294,6,0
854351,56,sales,0.65,0.99,5,288,4,1
86992,41,hr,0.58,0.31,5,236,6,1
828223,29,finance,0.65,0.76,5,232,3,0
760205,41,sales,0.63,0.71,5,200,1,0
722458,41,sales,0.89,0.47,7,200,6,0
296836,41,hr,0.29,0.06,7,200,2,1
472904,41,sales,0.71,0.75,3,157,6,0
740025,43,hr,0.55,0.21,5,200,3,0
986482,59,sales,0.7,0.77,5,220,3,1
665098,41,hr,0.12,0.03,3,200,2,0
294791,53,hr,0.24,0.17,5,270,6,1
512040,41,unknown,0.8,0.87,5,289,6,0
48082,41,finance,0.88,0.81,5,232,2,0
468572,59,hr,0.9,0.53,5,200,4,0
388637,28,hr,0.01,0.91,2,200,6,1
341468,50,finance,0.28,0.58,6,200,6,0
620885,41,finance,0.76,0.69,3,200,8,0
152482,41,unknown,0.89,0.78,5,294,6,0
27478,41,finance,0.83,0.0,2,200,6,1
383140,27,finance,0.14,0.93,2,200,6,1
593811,58,operations,0.43,0.91,5,200,7,0
396149,32,hr,0.97,0.43,2,165,6,0
481426,41,hr,0.27,0.93,5,200,6,0
603258,41,finance,0.22,0.86,5,154,6,1
357155,54,finance,0.16,0.79,5,200,6,0
773596,41,finance,0.9,0.22,5,222,6,1
261482,57,unknown,0.1,0.74,5,200,6,0
670979,41,sales,0.73,0.29,5,254,6,0
315512,41,operations,0.39,0.75,5,200,6,0
528115,30,unknown,0.69,0.58,3,200,6,0
901805,41,operations,0.14,0.85,5,228,5,0
113479,35,it,0.05,0.09,6,160,6,0
177528,41,finance,0.3,0.93,6,200,4,0
923801,41,finance,0.44,0.67,5,227,6,1
143838,41,operations,0.91,0.73,5,286,8,1
391674,43,it,0.67,0.54,5,267,5,1
704200,41,finance,0.15,0.34,5,200,6,1
626606,41,hr,0.32,0.45,5,200,3,0
434566,33,it,0.18,0.98,5,166,6,1
633012,41,hr,0.61,0.53,6,293,6,0
719901,41,unknown,0.61,0.92,5,205,6,0
315674,41,hr,0.42,0.87,5,261,7,0
897759,53,sales,0.59,0.01,2,200,3,0
857809,38,it,0.51,0.84,3,163,7,0
698725,41,unknown,0.58,0.06,5,196,6,1
635305,37,it,0.3,0.67,5,200,6,0
171341,41,hr,0.43,0.71,2,200,6,0
495961,41,finance,0.54,0.93,5,156,1,0
839307,41,hr,0.59,0.2,7,200,6,1
161002,26,finance,0.89,0.55,2,200,2,1
511180,41,sales,0.1,0.16,7,200,6,0
674200,41,sales,0.91,0.59,3,200,6,0
848118,36,it,0.62,0.68,5,288,6,0
328490,56,hr,0.81,0.72,3,200,6,0
592368,58,it,0.43,0.96,5,200,6,1
953634,39,it,0.33,0.19,5,182,6,0
639921,36,unknown,0.04,0.15,5,200,3,0
890792,41,finance,0.33,0.91,5,223,6,0
434046,41,unknown,0.01,0.29,4,200,4,0
506880,42,operations,0.74,0.02,5,200,3,0
540812,29,sales,0.43,0.17,5,200,6,0
762514,33,finance,0.18,0.95,5,200,8,0
672435,41,unknown,0.44,0.9,7,200,8,0
466616,41,finance,0.74,0.1,5,188,6,0
443483,44,hr,0.31,0.97,2,200,7,0
842416,41,operations,0.23,0.76,4,200,6,1
145470,33,hr,0.62,0.94,5,179,6,0
369846,41,unknown,0.19,0.9,3,200,3,1
866752,41,sales,0.6,0.93,3,200,6,0
34002,41,operations,0.73,0.01,6,153,6,0
601291,41,hr,0.32,0.5,5,155,6,0
241783,41,finance,0.25,0.02,5,200,4,0
212810,41,hr,0.75,0.17,6,238,9,0
474214,57,finance,0.24,0.24,7,300,6,0
657045,55,finance,0.72,0.21,5,213,10,0
409530,48,hr,0.23,0.27,5,188,6,1
559683,41,hr,0.7,0.22,5,211,7,1
645284,41,hr,0.96,0.07,5,200,3,1
727405,24,sales,0.5,0.66,5,200,2,1
498234,40,hr,0.97,0.89,5,245,6,0
190654,22,finance,0.04,0.45,2,154,6,1
692268,41,unknown,0.35,0.24,3,216,8,1
307064,49,sales,0.92,0.9,4,263,6,0
675681,41,sales,0.69,0.67,3,224,6,0
315386,41,it,0.54,0.6,5,200,6,0
219368,41,sales,0.71,0.96,4,200,6,1
730046,41,operations,0.39,0.43,5,200,5,0
749525,41,finance,1.0,0.79,2,200,6,0
282435,26,finance,0.25,0.6,3,194,2,0
52946,28,unknown,0.59,0.28,5,200,4,1
344800,41,finance,0.54,0.68,7,200,6,0
776537,41,unknown,0.04,0.97,7,154,6,0
615620,41,finance,0.18,0.24,5,192,8,0
220247,41,unknown,0.28,0.44,5,200,10,1
793995,32,hr,0.26,0.93,5,200,6,0
487374,39,operations,0.44,0.69,5,200,6,0
953875,41,sales,0.54,0.76,3,200,6,1
132238,41,sales,0.6,0.31,3,223,6,1
180090,41,sales,0.41,0.39,5,200,5,1
918293,41,operations,0.6,0.13,6,200,7,0
373585,44,finance,0.61,0.64,5,200,8,0
565517,56,it,0.34,0.01,5,200,5,0
324203,41,sales,0.62,0.92,4,200,3,0
554666,41,finance,0.86,0.32,5,294,6,0
975015,39,sales,0.57,0.99,5,200,4,0
550316,41,sales,0.65,0.32,5,288,6,1
764132,41,finance,0.41,0.94,5,162,6,0
306870,38,operations,0.0,0.13,5,200,6,1
474441,41,operations,0.73,0.67,5,200,3,0
572837,41,it,0.9,0.13,6,196,6,0
831623,22,it,0.62,0.11,3,200,6,0
219730,24,finance,0.51,0.24,6,200,6,1
689900,41,unknown,0.49,0.58,5,164,6,0
632636,41,it,0.88,0.59,5,204,1,1
670167,41,finance,0.11,0.13,5,200,6,0
564627,60,operations,0.22,0.69,2,200,6,1
401759,44,sales,0.05,0.07,5,200,2,1
284417,41,unknown,0.67,0.87,5,200,3,0
856192,27,sales,0.91,0.61,5,265,6,0
852382,41,finance,0.81,0.43,5,166,6,0
522518,41,finance,0.08,0.9,5,200,6,0
985610,41,it,0.94,0.93,6,178,8,0
932389,41,it,0.68,0.6,5,210,6,0
130434,51,unknown,0.86,0.31,5,195,10,1
116417,35,finance,0.66,0.93,5,200,6,1
295321,42,hr,0.2,0.35,4,200,6,1
208952,30,operations,0.25,0.13,5,200,6,0
131769,41,finance,0.7,0.85,5,200,6,0
84092,41,hr,0.24,0.83,2,152,6,0
589877,49,it,0.81,0.26,4,160,6,0
871820,41,operations,0.61,0.53,5,229,6,0
79168,22,operations,0.41,0.72,2,171,6,0
909847,50,hr,0.1,0.0,5,227,6,0
974199,51,hr,0.17,0.92,7,200,6,0
522291,26,operations,0.16,0.31,5,176,6,0
853438,53,hr,0.23,0.12,5,200,7,0
21744,59,finance,0.83,0.38,5,273,8,1
107953,41,it,0.48,0.04,6,200,9,0
376763,41,it,0.4,0.6,5,287,1,0
836406,43,finance,0.52,0.15,4,194,10,0
420750,27,sales,0.85,0.39,5,182,10,0
419751,60,finance,0.38,0.29,5,232,6,1
513873,45,operations,0.09,0.73,5,200,2,1
732544,41,hr,0.49,0.49,5,200,10,0
293540,41,operations,0.59,0.09,6,216,6,0
327972,46,operations,0.66,0.43,7,200,4,1
273403,57,it,0.95,0.62,5,200,6,1
469776,41,sales,0.81,0.15,5,216,3,1
988227,41,it,0.28,0.51,5,172,3,0
145549,50,it,0.78,0.43,3,294,6,1
611518,41,operations,0.19,0.77,2,155,6,0
680538,38,finance,0.25,0.44,5,200,1,0
934867,41,finance,0.18,0.73,4,200,6,0
84051,41,finance,0.45,0.5,5,200,6,1
180054,41,unknown,0.44,0.66,5,200,6,0
162425,41,finance,0.63,0.62,5,205,6,1
710255,27,finance,0.14,0.48,3,207,6,0
345002,48,hr,0.08,0.46,3,200,5,0
452715,41,it,0.77,0.51,3,200,6,0
741289,41,hr,0.27,0.11,5,165,8,1
47144,41,sales,0.94,0.89,5,235,3,0
480853,41,operations,0.44,0.46,6,209,6,0
450591,41,sales,0.48,0.54,6,285,7,0
259879,41,unknown,0.31,0.94,5,200,6,0
443098,41,finance,0.81,0.16,5,200,10,0
221482,49,operations,0.03,0.12,3,200,6,0
268206,46,hr,0.16,0.24,5,284,6,1
125340,39,unknown,0.59,0.01,5,200,4,0
896803,41,finance,0.1,0.28,5,200,1,0
784506,38,finance,0.16,0.11,5,234,6,0
200073,32,it,0.6,0.05,6,204,3,0
596237,31,operations,0.71,0.99,3,250,3,1
469557,43,unknown,0.46,0.32,7,279,6,1
645968,41,it,1.0,0.82,7,200,6,1
59850,41,unknown,0.96,0.46,5,200,1,1
585638,53,hr,0.53,0.63,5,200,6,1
230613,41,operations,0.43,0.66,7,194,6,1
886049,30,sales,0.74,0.35,5,229,6,0
550388,41,it,0.56,0.87,4,251,10,0
674580,41,unknown,0.59,0.01,5,185,6,0
778988,41,finance,0.31,0.79,2,200,6,0
772404,41,unknown,0.02,0.81,5,204,4,0
803107,40,unknown,0.44,0.96,5,215,6,1
219489,44,hr,0.45,0.21,5,193,5,0
878863,41,hr,0.15,0.12,6,200,6,0
623124,37,finance,0.23,0.54,5,200,1,0
688537,29,finance,0.7,0.41,5,200,6,1
431523,59,finance,0.49,0.04,5,200,2,1
828746,57,it,0.18,0.72,5,270,10,1
554295,41,unknown,0.43,0.54,5,204,6,0
593937,46,finance,0.75,0.11,4,200,9,1
706688,22,hr,0.05,0.91,4,186,7,0
955687,41,operations,0.48,0.6,3,200,6,0
653917,32,it,0.14,0.78,4,200,6,1
130276,37,hr,0.08,0.78,5,200,6,1
952592,47,finance,0.7,0.52,5,273,6,1
16541,41,it,0.36,0.45,4,223,9,0
442165,57,hr,0.16,0.81,2,239,6,0
220981,58,finance,1.0,0.37,5,150,6,0
789727,38,sales,0.18,0.05,5,200,4,1
90193,41,finance,0.48,0.28,5,200,4,0
320909,50,hr,0.63,0.01,5,200,9,0
941566,33,hr,0.38,0.45,5,291,10,0
214243,45,sales,0.42,0.23,2,200,6,1
649409,49,finance,0.57,0.35,5,262,4,0
586133,58,hr,0.11,0.58,5,200,2,0
158367,47,finance,0.57,0.01,5,251,6,1
338944,41,hr,0.94,0.32,5,200,1,1
286632,41,finance,0.9,0.93,2,200,6,0
552885,41,operations,0.76,0.05,5,200,9,1
878557,41,operations,0.56,0.68,3,232,6,0
194665,41,hr,0.14,0.1,5,200,1,0
727181,41,it,0.53,0.75,5,234,6,0
87995,41,unknown,0.07,0.36,5,168,6,0
985920,41,sales,0.6,0.38,5,276,6,0
174465,41,sales,0.45,0.82,4,200,5,0
269725,34,finance,0.58,0.97,5,242,6,1
806309,41,operations,0.91,0.22,5,200,6,1
842676,39,hr,0.35,0.81,2,200,4,0
453739,41,operations,0.91,0.61,5,200,6,0
900310,41,sales,0.54,0.26,5,200,6,0
614021,41,finance,0.18,0.29,2,200,6,0
976830,24,hr,0.35,0.71,5,239,6,0
560215,41,finance,0.1,0.15,5,194,6,0
85230,28,operations,0.69,0.84,6,228,1,0
653320,47,operations,0.81,0.55,4,200,6,0
796960,41,finance,0.49,0.98,5,279,1,0
647356,41,operations,0.05,0.56,3,200,5,1
819691,41,finance,0.25,0.84,3,200,6,1
373435,52,it,0.59,0.44,5,233,9,1
529798,41,hr,0.76,1.0,5,225,6,0
431439,48,finance,0.81,0.53,2,276,7,0
970254,41,hr,0.16,0.89,5,200,6,0
91980,49,finance,0.75,0.93,5,200,6,0
423820,41,finance,0.24,0.58,6,188,6,0
720291,41,operations,0.2,0.59,5,187,10,1
96717,45,hr,0.13,0.65,5,200,6,1
685466,31,hr,0.97,0.38,2,200,7,1
935233,41,finance,0.64,0.53,5,222,6,0
440795,45,hr,0.57,0.72,5,200,3,1
919095,41,hr,0.89,0.39,3,200,10,0
601985,41,finance,0.18,0.56,7,167,6,1
965816,41,it,0.51,0.06,2,200,1,0
230302,41,hr,0.45,0.11,7,200,5,0
817672,41,finance,0.95,0.46,5,200,4,0
34397,41,finance,0.87,0.6,5,200,7,0
26757,28,finance,0.22,0.04,5,270,8,0
723352,33,finance,0.26,0.71,2,275,6,0
836910,60,hr,0.58,0.83,5,200,6,0
977428,26,finance,0.36,0.5,5,200,10,0
252947,41,sales,0.42,0.57,5,200,2,0
868445,39,finance,0.55,0.38,5,291,6,0
875922,41,hr,0.49,0.97,5,200,6,1
88507,43,finance,0.68,0.84,5,200,6,0
834677,54,it,0.37,0.3,5,188,6,0
988146,25,unknown,0.35,0.33,5,200,6,0
815380,41,hr,0.12,0.6,4,161,6,0
991260,41,hr,0.64,0.15,5,176,3,0
43925,60,operations,0.1,0.57,5,200,7,1
137031,41,finance,0.85,0.39,5,212,6,0
211819,41,unknown,0.64,0.09,7,200,6,0
943101,39,finance,0.88,0.11,5,200,4,0
804404,41,hr,0.76,0.95,7,260,6,1
527509,41,finance,0.83,0.69,5,199,6,1
58238,44,sales,0.48,0.89,5,266,4,0
666306,40,sales,0.57,0.83,2,200,3,0
121172,22,finance,0.16,0.74,3,200,6,0
502103,29,operations,0.03,0.82,5,200,5,1
344262,41,hr,0.11,0.17,5,200,8,0
308024,37,finance,0.63,0.54,5,200,7,1
897407,41,hr,0.13,0.7,5,200,6,0
883259,55,hr,0.93,0.57,5,200,6,1
25979,41,it,0.07,0.98,5,203,6,1
46664,49,finance,0.98,0.64,5,200,1,0
690686,32,hr,0.9,0.4,3,179,5,0
478253,46,hr,0.97,0.92,5,215,2,0
288486,57,unknown,0.61,0.92,2,164,6,0
597890,41,unknown,0.54,0.35,6,200,10,0
5149,41,hr,0.83,0.09,5,226,5,1
505820,46,operations,1.0,0.11,5,200,6,1
557129,29,finance,0.55,0.1,5,200,6,0
350025,41,finance,0.49,0.92,5,200,10,0
441795,52,it,0.26,0.62,5,297,6,0
820537,41,it,0.13,0.76,3,200,6,0
555834,55,finance,0.6,0.08,2,200,6,1
740832,44,operations,0.71,0.92,2,200,6,0
594990,41,it,0.68,0.42,5,200,3,1
945111,34,sales,0.85,0.33,2,200,2,0
508382,53,finance,0.17,0.39,6,200,6,1
752553,41,it,0.24,0.08,5,200,6,0
111417,41,unknown,0.57,0.24,5,215,6,1
130778,33,finance,0.22,0.57,5,200,6,0
134334,41,it,0.4,0.67,5,191,4,1
