EmployeeID,Age,Department,SatisfactionScore,LastEvaluationScore,NumProjects,AvgMonthlyHours,YearsAtCompany,Attrition,HoursPerProject,PerformanceRatio,TenureCategory,High_Risk_Employee
115289,41,finance,0.96,0.63,6,180,15,0,30,1.53,Experienced,0
79479,29,it,0.26,0.82,3,155,1,0,51.67,0.32,Experienced,0
879495,45,sales,0.6,0.62,8,229,21,1,28.62,0.96,Experienced,0
731040,35,unknown,0.66,0.46,6,213,9,1,35.5,1.42,New,0
117784,44,hr,0.34,0.62,8,236,20,1,29.5,0.56,Experienced,1
290336,41,it,0.78,0.65,3,125,15,0,41.67,1.19,Experienced,0
825675,35,operations,0.8,0.91,7,196,10,1,28,0.88,Experienced,0
305730,35,unknown,0.65,0.64,8,233,12,1,29.12,1.01,Experienced,0
538815,41,operations,0.76,0.53,5,190,16,0,38,1.45,New,0
474749,41,it,0.6,0.96,8,251,14,1,31.38,0.63,Experienced,0
823076,41,operations,0.45,0.87,5,228,19,0,45.6,0.52,Mid,0
849891,41,finance,0.86,0.92,8,223,18,1,27.88,0.93,Experienced,0
866647,41,sales,0.5,0.81,6,203,16,0,33.83,0.62,New,0
344387,59,finance,0.55,0.64,4,192,32,0,48,0.86,Experienced,0
54954,32,hr,0.39,0.6,4,157,10,0,39.25,0.65,Experienced,0
638475,40,unknown,0.48,0.71,7,208,13,1,29.71,0.68,Mid,0
884144,25,unknown,0.7,0.52,6,163,1,0,27.17,1.34,Experienced,0
598639,32,hr,1,0.77,6,202,3,0,33.67,1.29,Experienced,0
534997,46,hr,0.63,0.55,5,173,22,0,34.6,1.14,Experienced,0
362298,41,it,0.83,0.35,7,209,15,1,29.86,2.37,Experienced,0
333265,41,it,0.39,0.4,6,188,18,1,31.33,0.99,Experienced,0
349040,28,it,1,0.91,8,177,4,0,22.12,1.1,Experienced,0
880596,41,it,0.38,0.95,8,220,13,1,27.5,0.4,Experienced,1
414391,41,finance,0.82,0.96,6,183,14,0,30.5,0.86,Experienced,0
374324,41,hr,0.6,0.62,6,149,18,0,24.83,0.96,Mid,0
148898,57,hr,0.78,0.68,4,157,28,0,39.25,1.14,Experienced,0
148092,38,finance,0.73,0.76,8,199,10,1,24.88,0.95,Experienced,0
527972,41,hr,0.27,0.58,5,165,17,0,33,0.48,Experienced,0
796182,41,sales,0.95,0.78,4,136,15,0,34,1.23,Experienced,0
59687,41,finance,0.86,0.45,4,175,16,0,43.75,1.9,New,0
725808,41,finance,0.63,0.75,2,120,15,0,60,0.84,Mid,0
857699,41,finance,0.62,0.4,5,173,13,0,34.6,1.55,Experienced,0
644422,29,operations,0.61,0.51,7,223,7,1,31.86,1.19,Experienced,0
874784,41,finance,0.63,0.83,4,144,17,0,36,0.76,Experienced,0
833516,43,unknown,0.52,0.67,8,209,15,1,26.12,0.78,Mid,0
48390,41,unknown,0.91,0.68,4,144,19,0,36,1.34,Experienced,0
253894,50,hr,0.74,0.7,8,193,28,1,24.12,1.07,Mid,0
875251,41,sales,0.66,0.9,7,192,14,1,27.43,0.73,Experienced,0
496091,57,hr,0.58,0.53,7,230,34,0,32.86,1.1,Mid,0
47339,24,hr,1,0.95,3,164,0,0,54.67,1.06,Experienced,0
377449,53,it,1,1,4,134,29,0,33.5,1,Experienced,0
26609,25,finance,0.81,0.87,4,177,3,0,44.25,0.93,Mid,0
733466,23,hr,0.67,0.89,5,172,0,0,34.4,0.75,Experienced,0
71414,42,operations,0.86,0.56,5,171,14,0,34.2,1.55,Experienced,0
413744,57,finance,0.51,0.55,6,215,32,0,35.83,0.93,Experienced,0
959091,30,sales,0.35,0.73,8,228,8,1,28.5,0.47,Experienced,1
908169,44,it,0.44,0.81,5,167,16,1,33.4,0.54,Experienced,0
806222,41,finance,1,0.76,6,171,12,0,28.5,1.31,Experienced,0
835790,50,unknown,0.88,0.98,6,175,25,0,29.17,0.89,New,0
31358,41,operations,0.37,0.66,8,208,14,0,26,0.56,Experienced,1
608767,41,hr,0.34,0.63,7,149,14,1,21.29,0.54,Experienced,0
197825,41,finance,0.52,0.37,5,172,18,1,34.4,1.41,Experienced,0
150655,55,hr,0.52,0.78,7,204,27,1,29.14,0.67,Experienced,0
560113,56,finance,0.51,0.86,3,186,34,1,62,0.6,Experienced,0
115001,41,finance,0.71,0.94,5,195,15,0,39,0.75,Mid,0
503550,41,hr,0.73,0.59,7,178,14,1,25.43,1.24,Mid,0
702518,46,finance,0.4,0.7,8,242,19,1,30.25,0.57,Mid,1
379849,46,hr,0.63,0.57,8,253,23,1,31.62,1.11,Experienced,0
169651,41,finance,0.23,1,8,204,16,1,25.5,0.23,Experienced,1
40750,46,sales,0.54,0.77,6,193,23,0,32.17,0.7,Experienced,0
557544,41,sales,0.6,0.38,8,222,12,1,27.75,1.58,Experienced,0
664246,41,operations,0.53,0.73,5,190,19,0,38,0.73,Experienced,0
553372,45,hr,0.38,0.86,6,215,17,1,35.83,0.44,Experienced,1
332469,47,it,0.89,0.71,5,167,23,0,33.4,1.25,Experienced,0
935893,41,operations,0.84,0.54,3,162,17,0,54,1.57,Experienced,0
29041,41,hr,0.53,0.68,5,140,13,1,28,0.78,New,0
558640,41,hr,0.53,0.77,6,193,16,0,32.17,0.69,Experienced,0
211312,47,it,0.22,0.69,4,165,18,1,41.25,0.33,Experienced,0
697987,41,sales,0.1,0.7,6,213,14,0,35.5,0.14,Mid,1
551839,41,finance,0.16,0.5,6,178,16,1,29.67,0.33,Experienced,0
942634,28,hr,0.84,0.7,3,142,1,0,47.33,1.2,New,0
62040,53,unknown,0.16,0.67,8,233,26,1,29.12,0.24,Experienced,1
759463,41,it,0.35,0.47,6,189,17,1,31.5,0.75,Experienced,0
682019,41,unknown,0.57,0.56,7,207,16,1,29.57,1.01,Experienced,0
737148,26,finance,0.61,0.88,5,166,0,0,33.2,0.7,Experienced,0
416540,41,finance,0.54,0.57,3,158,18,0,52.67,0.95,Mid,0
258435,41,sales,0.6,0.78,8,238,14,1,29.75,0.76,Experienced,0
122027,42,operations,0.8,0.73,7,197,16,1,28.14,1.09,Experienced,0
301661,26,finance,0.56,0.38,6,196,0,0,32.67,1.49,Experienced,0
184822,41,hr,0.68,0.39,4,194,18,0,48.5,1.77,Experienced,0
155904,41,it,0.94,1,6,152,15,0,25.33,0.94,Mid,0
235211,41,it,0.43,0.45,5,190,19,0,38,0.96,Mid,0
355218,41,finance,0.83,0.93,7,167,14,0,23.86,0.9,Experienced,0
238217,50,hr,0.67,0.65,6,202,27,0,33.67,1.03,Experienced,0
118120,41,sales,0.25,0.12,5,190,16,1,38,2.06,Mid,0
762072,51,unknown,0.86,0.63,5,144,24,0,28.8,1.36,Experienced,0
108186,41,sales,0.72,0.9,7,217,18,0,31,0.8,Experienced,0
418975,39,hr,0.41,0.62,5,154,15,0,30.8,0.66,Experienced,0
169027,41,hr,0.26,0.72,4,202,12,0,50.5,0.36,Experienced,1
850654,41,finance,0.87,0.57,7,190,16,0,27.14,1.52,Experienced,0
606492,34,it,0.92,0.8,8,247,5,0,30.88,1.14,Experienced,0
604065,60,hr,1,0.62,6,183,36,0,30.5,1.61,Experienced,0
190980,44,finance,0.54,0.89,4,158,17,0,39.5,0.61,Experienced,0
91574,52,finance,0.33,0.75,7,208,27,1,29.71,0.45,Experienced,1
240102,22,it,0.89,0.62,5,192,0,0,38.4,1.42,Experienced,0
637105,41,hr,0.41,0.57,5,153,15,0,30.6,0.73,Experienced,0
338429,41,operations,0.45,0.87,5,157,12,0,31.4,0.52,Experienced,0
853507,41,operations,0.25,0.69,6,201,18,1,33.5,0.36,Experienced,1
770709,41,finance,0.89,0.74,4,164,14,0,41,1.2,Experienced,0
581457,41,hr,0.77,0.61,8,215,19,1,26.88,1.27,Experienced,0
5556,41,finance,0.23,0.62,5,171,12,0,34.2,0.37,Experienced,0
695240,41,hr,0.56,0.76,6,196,16,0,32.67,0.73,Experienced,0
215343,58,unknown,0.82,0.98,5,185,33,0,37,0.84,Experienced,0
432402,39,unknown,0.66,0.95,6,172,11,0,28.67,0.69,Experienced,0
94850,41,operations,0.39,0.5,7,229,12,1,32.71,0.78,Experienced,1
772930,41,operations,0.03,0.59,7,229,14,1,32.71,0.05,Experienced,1
732405,44,operations,0.81,1,5,194,17,0,38.8,0.81,Experienced,0
858586,41,unknown,0.53,0.77,3,163,17,0,54.33,0.68,Experienced,0
686100,45,finance,0.98,0.73,3,143,17,0,47.67,1.34,Mid,0
379744,41,finance,0.02,0.73,5,182,12,0,36.4,0.03,Mid,0
831011,41,finance,0.56,0.51,5,148,15,1,29.6,1.09,Mid,0
46112,52,operations,0.61,0.7,5,161,28,0,32.2,0.88,Experienced,0
856312,41,unknown,0.59,0.77,7,206,13,0,29.43,0.76,Experienced,0
328515,33,sales,0.9,0.39,8,189,4,1,23.62,2.32,Mid,0
454420,41,sales,0.44,0.61,4,129,12,0,32.25,0.73,Experienced,0
439142,43,finance,0.62,0.69,5,176,19,0,35.2,0.9,New,0
923265,22,hr,0.55,0.68,8,274,0,1,34.25,0.81,Experienced,0
102798,41,unknown,0.51,0.88,6,163,13,0,27.17,0.57,Experienced,0
813421,41,unknown,1,0.99,7,230,12,1,32.86,1.01,New,0
275484,41,sales,0.82,0.91,5,160,12,1,32,0.9,Mid,0
622687,33,sales,0.44,0.86,7,193,5,0,27.57,0.51,Experienced,0
229500,41,hr,0.63,0.36,3,154,19,0,51.33,1.77,New,0
324379,48,finance,0.54,0.77,7,233,24,1,33.29,0.7,Mid,0
879717,60,hr,0.78,0.59,6,211,36,0,35.17,1.32,Experienced,0
394447,41,finance,0.2,0.72,5,181,16,1,36.2,0.28,Experienced,0
194391,38,unknown,0.92,0.67,4,169,12,0,42.25,1.37,Experienced,0
218535,41,it,0.68,0.3,4,120,18,0,30,2.24,Experienced,0
615377,36,finance,0.51,0.81,5,209,14,0,41.8,0.63,Experienced,0
746949,41,finance,0.86,0.88,8,244,13,1,30.5,0.97,New,0
697002,26,finance,0.74,0.02,6,183,0,0,30.5,32.38,Experienced,0
756993,41,finance,0.51,0.49,6,217,13,0,36.17,1.05,Experienced,0
53960,41,finance,0.8,0.58,7,181,19,1,25.86,1.37,Experienced,0
871016,41,operations,0.41,0.47,6,171,12,0,28.5,0.87,Experienced,0
40672,41,finance,0.23,0.6,6,183,13,1,30.5,0.38,Experienced,0
587531,41,unknown,0.67,0.85,8,237,13,1,29.62,0.79,Mid,0
750554,37,sales,0.95,0.71,6,193,11,0,32.17,1.33,New,0
175507,37,hr,0.8,0.86,8,174,10,0,21.75,0.93,Experienced,0
113726,29,unknown,0.36,0.54,3,163,2,1,54.33,0.66,Experienced,0
663060,44,sales,1,0.61,3,120,19,0,40,1.64,Experienced,0
632577,41,hr,1,0.73,4,162,16,0,40.5,1.38,Experienced,0
82187,41,sales,0.8,0.94,7,214,13,0,30.57,0.85,Experienced,0
53046,27,unknown,0.46,0.43,4,167,1,0,41.75,1.08,Experienced,0
132645,41,it,0.6,0.35,7,209,13,1,29.86,1.72,Experienced,0
618533,41,hr,0.81,0.62,5,183,16,0,36.6,1.3,Experienced,0
231004,45,finance,0.08,0.61,8,247,23,1,30.88,0.13,Mid,1
254228,60,unknown,0.7,0.8,7,215,38,0,30.71,0.87,Experienced,0
421388,41,finance,0.8,0.68,2,148,12,0,74,1.18,Experienced,0
760788,41,it,0.45,0.52,4,177,18,1,44.25,0.85,Mid,0
646508,27,finance,0.4,0.45,5,165,0,0,33,0.88,Experienced,0
893508,28,unknown,0.76,0.73,6,180,2,0,30,1.05,Experienced,0
543987,57,finance,0.63,0.3,8,216,33,1,27,2.14,Experienced,0
14794,41,sales,0.69,0.82,4,172,14,0,43,0.84,New,0
273422,27,sales,0.65,0.47,6,189,3,0,31.5,1.38,Experienced,0
372280,41,it,0.33,0.78,5,170,18,0,34,0.43,Experienced,0
567908,41,operations,0.81,0.64,7,230,18,1,32.86,1.27,Experienced,0
345106,41,sales,0.62,0.71,3,177,13,0,59,0.87,Experienced,0
546799,41,finance,0.1,0.35,7,202,16,0,28.86,0.28,Experienced,1
410346,22,operations,0.59,0.9,6,160,0,0,26.67,0.66,Experienced,0
835190,53,operations,0.78,0.85,8,187,30,0,23.38,0.92,Experienced,0
581090,28,finance,0.54,0.85,6,195,4,0,32.5,0.64,Experienced,0
133785,41,operations,0.78,1,6,210,16,0,35,0.78,Experienced,0
981420,59,it,1,0.94,6,159,36,0,26.5,1.06,New,0
739599,39,operations,0.84,0.88,8,188,12,1,23.5,0.95,Experienced,0
267871,41,hr,0.48,0.35,6,188,12,0,31.33,1.38,Experienced,0
282261,41,it,0.47,0.67,8,225,18,1,28.12,0.7,Experienced,0
488504,41,finance,0.65,0.76,7,227,12,0,32.43,0.86,Experienced,0
86152,56,operations,0.42,0.79,7,204,31,0,29.14,0.53,Experienced,0
83601,28,finance,0.58,0.42,5,179,0,0,35.8,1.36,New,0
315596,41,unknown,0.65,0.45,7,186,15,0,26.57,1.43,Experienced,0
879853,41,sales,0.98,0.68,7,207,16,0,29.57,1.43,Experienced,0
435082,41,it,0,0.63,8,232,17,1,29,0,Experienced,1
704181,41,sales,0.81,0.7,8,214,15,0,26.75,1.15,Experienced,0
312886,41,finance,0.99,0.71,5,167,14,0,33.4,1.4,Mid,0
173447,41,hr,0.61,0.79,4,163,19,0,40.75,0.78,Experienced,0
173399,41,operations,0.71,0.81,8,213,12,0,26.62,0.89,Mid,0
888497,41,sales,0.37,0.74,4,195,12,0,48.75,0.5,Experienced,0
97575,41,operations,0.56,0.78,4,165,12,0,41.25,0.72,Experienced,0
26039,30,hr,0.25,0.29,8,244,5,1,30.5,0.86,Experienced,1
586331,41,it,0.78,0.46,8,201,12,0,25.12,1.71,Experienced,0
109351,37,unknown,0.25,0.63,4,184,9,0,46,0.41,Experienced,0
568226,41,operations,0.94,0.32,6,212,12,0,35.33,2.97,Experienced,0
789993,29,hr,0.72,0.74,8,219,5,1,27.38,0.97,Experienced,0
33758,51,hr,0.55,0.84,5,219,24,0,43.8,0.65,New,0
742624,41,sales,0.43,0.74,6,201,12,0,33.5,0.59,Experienced,0
577503,41,hr,0.52,0.94,5,189,12,0,37.8,0.55,Experienced,0
606787,41,hr,0.27,0.71,8,235,15,1,29.38,0.38,Experienced,1
193296,41,finance,0.76,0.82,5,181,14,0,36.2,0.93,Experienced,0
532391,44,hr,0.77,0.22,4,184,15,1,46,3.5,Experienced,0
787074,41,finance,0.66,0.91,8,239,16,1,29.88,0.73,Mid,0
405620,41,it,0.89,0.83,5,177,18,1,35.4,1.07,Experienced,0
941599,29,sales,0.22,0.7,3,131,1,0,43.67,0.31,Mid,0
879058,41,hr,0.96,0.72,4,158,16,0,39.5,1.33,Experienced,0
535984,41,sales,0.53,0.77,5,166,19,0,33.2,0.68,Experienced,0
731109,41,sales,0.98,0.93,2,120,16,0,60,1.05,Experienced,0
296852,41,it,0.75,0.86,5,192,15,0,38.4,0.86,Experienced,0
688866,41,it,1,0.9,8,187,15,0,23.38,1.11,Experienced,0
309568,60,unknown,0.94,0.62,6,176,31,0,29.33,1.53,Experienced,0
419236,41,it,0.44,0.54,7,205,16,1,29.29,0.81,Experienced,0
909180,41,hr,0.89,0.84,5,167,15,0,33.4,1.05,Experienced,0
376198,41,finance,0.78,0.68,6,200,18,0,33.33,1.15,New,0
588108,26,finance,0.64,0.64,4,150,0,0,37.5,1,Mid,0
808554,36,it,0.78,0.45,3,171,11,0,57,1.71,Experienced,0
355252,41,unknown,0.46,0.33,4,159,13,0,39.75,1.38,Experienced,0
937233,31,finance,0.85,1,4,178,8,0,44.5,0.85,Mid,0
199420,41,it,0.14,0.77,5,174,12,1,34.8,0.18,Experienced,0
141338,54,finance,0.83,0.52,6,191,27,0,31.83,1.6,Experienced,0
964805,54,hr,0.98,0.57,5,136,26,0,27.2,1.72,Experienced,0
834392,30,hr,0.23,0.54,8,232,1,1,29,0.43,Mid,1
500315,41,finance,0.97,0.36,5,159,13,0,31.8,2.67,Experienced,0
340371,41,it,1,0.84,5,174,12,0,34.8,1.19,Experienced,0
785162,41,it,0.72,0.33,6,227,13,1,37.83,2.14,Mid,0
494387,34,unknown,0.82,0.59,5,141,7,0,28.2,1.39,Mid,0
225080,41,sales,0.6,0.72,8,229,18,1,28.62,0.83,Experienced,0
635995,60,finance,0.47,0.52,8,261,32,1,32.62,0.91,Experienced,0
476693,41,sales,0.5,0.68,5,174,13,0,34.8,0.73,Experienced,0
942084,41,finance,0.73,0.7,6,186,17,0,31,1.04,Experienced,0
857638,41,finance,0.6,0.85,8,234,16,1,29.25,0.71,Mid,0
948997,43,it,0.8,0.68,8,222,16,1,27.75,1.19,New,0
711996,41,unknown,0.61,0.98,8,184,12,0,23,0.62,Experienced,0
198972,41,unknown,0.53,0.72,8,248,14,1,31,0.73,Experienced,0
822191,41,operations,0.64,0.51,5,212,15,0,42.4,1.26,Experienced,0
7805,41,hr,0.65,0.63,7,219,12,0,31.29,1.03,Experienced,0
847411,44,finance,0.81,0.9,5,176,17,0,35.2,0.9,Experienced,0
36765,24,unknown,0.67,0.9,5,180,1,0,36,0.75,Experienced,0
976636,41,it,0.66,0.96,3,139,12,0,46.33,0.69,Experienced,0
37604,41,finance,0.39,0.7,4,191,12,0,47.75,0.56,Mid,0
985382,41,finance,0.41,0.47,6,208,14,0,34.67,0.88,Experienced,0
372162,29,finance,0.83,0.59,7,212,0,0,30.29,1.4,Experienced,0
219811,41,it,0.26,0.87,7,209,17,0,29.86,0.3,Mid,1
865804,41,finance,0.67,0.71,6,211,16,0,35.17,0.95,Experienced,0
614704,41,sales,0.56,0.7,4,159,12,0,39.75,0.81,Experienced,0
420179,33,hr,0.25,0.93,4,164,8,0,41,0.27,Experienced,0
10543,41,hr,0.73,0.72,7,196,14,1,28,1.02,Experienced,0
395934,41,operations,0.89,0.61,2,120,13,0,60,1.46,Mid,0
380882,41,finance,0.9,1,8,237,19,1,29.62,0.9,New,0
672568,41,finance,0.38,0.86,6,190,19,0,31.67,0.44,New,0
477074,41,hr,0.76,0.43,6,190,13,0,31.67,1.76,Mid,0
676926,41,hr,0.42,0.55,4,145,13,0,36.25,0.77,Experienced,0
14091,24,sales,0.51,0.47,5,174,0,0,34.8,1.09,Mid,0
594258,57,hr,0.5,0.6,3,164,34,1,54.67,0.85,Experienced,0
805401,41,hr,0.78,0.79,3,143,19,0,47.67,0.99,Experienced,0
990900,29,finance,0.87,0.65,7,190,1,1,27.14,1.34,New,0
821978,48,unknown,0.66,0.59,6,174,25,0,29,1.11,Experienced,0
615510,50,it,0.27,0.36,7,211,24,1,30.14,0.75,Experienced,1
338050,41,it,1,0.5,6,186,12,0,31,2,Experienced,0
594740,45,it,0.81,0.64,6,215,22,1,35.83,1.27,Experienced,0
820030,41,finance,0.82,0.82,6,169,19,0,28.17,1,Experienced,0
799742,41,operations,0.52,0.95,8,244,14,1,30.5,0.55,Experienced,0
329153,33,it,0.42,0.91,8,216,7,1,27,0.46,Experienced,0
472057,41,finance,0.61,0.58,3,145,19,0,48.33,1.05,Experienced,0
180059,41,sales,1,0.96,3,147,12,0,49,1.04,Mid,0
507639,41,finance,0.24,0.58,8,247,18,1,30.88,0.42,Mid,1
70454,53,hr,0.79,0.51,5,215,29,0,43,1.54,Experienced,0
408621,41,operations,0.64,0.81,5,173,16,0,34.6,0.79,Experienced,0
989156,41,it,0.62,0.6,4,124,12,0,31,1.04,Experienced,0
412761,41,it,0.92,0.71,7,206,19,0,29.43,1.3,Experienced,0
434605,41,sales,1,0.77,3,156,13,0,52,1.31,Experienced,0
234585,43,finance,0.85,0.81,8,205,20,0,25.62,1.05,Experienced,0
201247,41,unknown,0.58,1,7,205,13,1,29.29,0.58,New,0
868933,41,unknown,0.65,0.65,3,175,13,0,58.33,0.99,Experienced,0
173263,41,unknown,1,0.84,6,155,13,0,25.83,1.19,Mid,0
232739,43,finance,0.94,0.59,4,140,15,0,35,1.59,Experienced,0
569429,36,hr,0.75,0.55,5,195,8,0,39,1.35,Experienced,0
202174,41,hr,0.26,0.8,6,226,15,1,37.67,0.33,Experienced,1
435062,41,hr,0.64,0.86,8,248,19,1,31,0.74,Experienced,0
427914,52,finance,0.69,0.69,7,190,23,1,27.14,0.99,Experienced,0
252782,41,hr,1,0.71,7,184,19,0,26.29,1.41,Experienced,0
564783,41,it,0.96,0.77,8,211,12,0,26.38,1.25,Experienced,0
979391,44,unknown,0.33,0.66,6,205,19,0,34.17,0.5,Experienced,1
627018,41,it,0.57,0.81,5,156,18,1,31.2,0.7,Experienced,0
300802,43,hr,0.39,0.6,8,237,19,1,29.62,0.65,Experienced,1
557156,34,hr,0.22,0.63,7,225,8,1,32.14,0.35,Experienced,1
979633,41,operations,0.51,0.94,5,194,18,0,38.8,0.54,Mid,0
858919,41,finance,0.02,0.58,6,185,15,1,30.83,0.03,Experienced,0
979978,56,finance,0.85,1,8,222,27,0,27.75,0.85,Mid,0
75621,41,hr,0.56,0.8,6,189,19,1,31.5,0.7,New,0
466789,24,it,0.81,0.88,5,147,0,0,29.4,0.92,Experienced,0
261182,32,hr,0.8,0.56,5,179,7,0,35.8,1.42,Experienced,0
130838,41,finance,0.61,0.61,7,183,16,1,26.14,0.99,Experienced,0
351284,59,operations,1,0.99,5,177,32,0,35.4,1.01,Experienced,0
952751,34,sales,0.77,0.55,8,201,10,0,25.12,1.41,Experienced,0
598526,41,hr,0.73,0.63,3,120,16,0,40,1.16,Experienced,0
728673,29,hr,0.65,0.87,7,181,1,0,25.86,0.75,New,0
888332,35,hr,0.16,0.86,8,237,13,1,29.62,0.18,Mid,1
90058,41,finance,0.45,0.78,8,196,17,0,24.5,0.58,Experienced,0
173490,38,finance,0.86,0.6,6,199,9,0,33.17,1.44,Mid,0
362896,41,it,0.3,0.84,6,179,18,1,29.83,0.35,Experienced,0
354790,44,operations,0.8,0.49,6,184,15,0,30.67,1.63,New,0
300775,41,hr,0.17,0.68,8,230,13,1,28.75,0.25,Experienced,1
697119,22,operations,0.69,0.77,6,219,0,0,36.5,0.9,Experienced,0
338529,41,sales,0.59,0.49,7,192,16,1,27.43,1.19,Experienced,0
809253,41,hr,0.72,0.96,6,208,17,0,34.67,0.75,Experienced,0
549902,41,it,1,0.56,5,185,19,0,37,1.79,Experienced,0
833000,26,finance,0.72,0.56,4,148,0,0,37,1.29,Experienced,0
54272,41,sales,0.39,0.81,5,166,14,0,33.2,0.48,Mid,0
473744,41,unknown,0.55,0.79,7,239,12,1,34.14,0.69,Mid,0
246586,46,finance,0.98,0.77,8,204,20,1,25.5,1.27,Experienced,0
405503,41,sales,0.57,0.72,8,213,15,0,26.62,0.79,Experienced,0
458293,41,operations,0.34,0.54,8,196,19,1,24.5,0.63,Experienced,0
145078,38,unknown,0.74,0.69,6,164,16,0,27.33,1.08,Experienced,0
25509,54,finance,1,0.69,6,169,28,0,28.17,1.45,Mid,0
818168,41,hr,1,0.79,8,253,14,1,31.62,1.27,Experienced,0
596824,41,operations,0.73,0.69,3,160,17,0,53.33,1.06,Experienced,0
228326,41,sales,0.89,0.7,3,178,15,0,59.33,1.26,Experienced,0
308369,34,hr,0.83,0.77,8,200,12,0,25,1.08,Mid,0
448613,41,finance,0.08,0.75,8,223,16,1,27.88,0.1,Experienced,1
248316,41,finance,0.83,0.76,6,199,18,0,33.17,1.09,Experienced,0
158404,41,finance,0.87,0.79,8,209,14,0,26.12,1.09,Experienced,0
799474,41,it,0.96,0.57,8,205,13,0,25.62,1.7,Experienced,0
299748,41,sales,0.85,0.69,7,214,14,1,30.57,1.23,Experienced,0
496988,41,hr,0.53,0.7,6,227,16,1,37.83,0.75,Experienced,0
785930,26,hr,0.51,0.87,5,141,1,0,28.2,0.59,Experienced,0
455045,41,hr,0.5,0.95,3,120,13,0,40,0.53,Experienced,0
628069,41,operations,0.78,0.74,4,134,12,0,33.5,1.05,Mid,0
403592,44,unknown,0.67,0.61,4,187,22,0,46.75,1.1,Experienced,0
768034,56,finance,0.83,0.65,6,167,30,0,27.83,1.28,Experienced,0
959605,33,it,0.72,0.83,8,218,4,0,27.25,0.87,Experienced,0
789304,41,hr,0.97,0.91,6,166,17,0,27.67,1.07,Experienced,0
414175,33,it,0.84,0.51,8,241,6,0,30.12,1.64,Experienced,0
103640,30,hr,0.6,0.69,7,223,2,0,31.86,0.87,Experienced,0
99128,41,hr,1,0.45,3,139,14,0,46.33,2.22,Experienced,0
402381,41,sales,0.77,0.83,3,140,12,0,46.67,0.93,Experienced,0
243253,41,finance,0.76,0.66,8,213,16,1,26.62,1.15,New,0
992528,41,hr,0.47,0.77,5,192,15,0,38.4,0.61,Mid,0
92137,41,finance,0.52,0.89,8,241,14,1,30.12,0.58,Experienced,0
716928,56,finance,0.31,0.73,5,159,32,1,31.8,0.42,Experienced,0
218550,24,it,0.91,0.85,8,270,0,0,33.75,1.08,Experienced,0
945724,48,finance,0.78,0.71,4,170,24,0,42.5,1.1,Experienced,0
318829,28,unknown,0.46,0.6,5,213,2,0,42.6,0.77,New,0
507933,41,unknown,0.9,0.67,5,181,14,0,36.2,1.34,Experienced,0
433479,41,finance,1,0.91,6,189,18,0,31.5,1.1,Experienced,0
571982,59,hr,0.75,0.68,3,126,30,0,42,1.1,Experienced,0
344755,55,sales,0.42,0.66,8,193,28,1,24.12,0.65,Experienced,0
504740,41,it,0.86,0.65,5,160,12,0,32,1.33,Experienced,0
580834,37,hr,0.78,0.48,8,231,11,1,28.88,1.61,Experienced,0
260910,42,finance,0.74,0.94,6,187,15,0,31.17,0.79,Experienced,0
783765,41,unknown,1,0.8,5,199,12,0,39.8,1.24,Experienced,0
326376,41,hr,0.91,0.7,7,192,13,0,27.43,1.29,Experienced,0
209024,41,hr,0.83,0.43,8,240,12,1,30,1.91,Experienced,0
633176,41,hr,0.76,0.91,6,181,14,0,30.17,0.84,Experienced,0
465573,41,sales,0.48,0.56,8,195,19,1,24.38,0.85,Experienced,0
951333,27,hr,0.87,0.95,5,176,0,0,35.2,0.92,Experienced,0
330265,41,it,0.74,0.63,7,208,14,0,29.71,1.16,Experienced,0
369565,41,unknown,0.92,1,4,122,12,0,30.5,0.92,Experienced,0
79836,51,finance,0.75,0.83,4,176,27,0,44,0.9,Mid,0
924088,41,sales,0.97,0.76,6,197,18,0,32.83,1.27,Mid,0
856011,24,unknown,0.46,0.6,8,235,0,1,29.38,0.78,Experienced,0
310643,30,hr,0.51,0.76,3,142,1,0,47.33,0.68,Experienced,0
321391,44,operations,0.49,0.68,8,228,20,1,28.5,0.72,Experienced,0
123074,32,it,0.5,0.48,5,185,7,0,37,1.04,Experienced,0
726321,37,finance,0.64,0.75,8,223,15,1,27.88,0.86,Experienced,0
83485,31,sales,0.75,0.87,4,137,7,1,34.25,0.86,New,0
213887,46,it,0.5,0.76,5,166,18,0,33.2,0.66,Experienced,0
910142,31,finance,0.61,0.61,7,238,5,1,34,1,Experienced,0
288124,41,it,0.28,0.59,6,198,13,0,33,0.47,Experienced,0
284716,41,finance,0.49,0.92,8,240,15,0,30,0.54,Experienced,0
510841,25,hr,0.22,0.53,6,187,0,1,31.17,0.42,Experienced,0
538884,46,hr,0.57,0.4,8,213,21,1,26.62,1.44,Experienced,0
895887,41,finance,0.55,0.82,7,182,19,1,26,0.66,Experienced,0
529145,41,unknown,1,0.83,4,139,13,0,34.75,1.2,Experienced,0
414798,41,sales,0.57,0.76,8,223,19,1,27.88,0.75,Experienced,0
624731,39,operations,0.56,0.73,3,164,11,0,54.67,0.78,Experienced,0
859814,24,unknown,0.63,0.65,5,161,0,0,32.2,0.96,Experienced,0
821717,31,finance,0.43,0.63,4,141,5,0,35.25,0.68,Mid,0
886856,41,operations,0.47,0.77,8,225,18,1,28.12,0.61,Mid,0
337148,41,finance,0.84,0.49,8,205,16,0,25.62,1.7,Experienced,0
